beds,baths,sqft,lot_size,year_built,property_type,city,postal_code,lat,lon,sale_date,price
1,3,1649,1853,1973,Townhouse,Burlington,L7R,43.324336,-79.795835,2025-06-21,495064
1,1,1471,2137,1986,Townhouse,Hamilton,L8P,43.266104,-79.86903,2022-01-15,498668
4,1,1176,0,1972,Condo,Hamilton,L8P,43.271141,-79.865262,2022-06-30,406332
1,3,952,0,2012,Condo,Oakville,L6J,43.480078,-79.672748,2025-10-06,1057646
4,3,2278,3045,2005,Semi-Detached,Waterloo,N2L,43.451565,-80.51769,2024-01-01,905681
3,1,2109,1843,1991,Townhouse,Burlington,L7R,43.318633,-79.806591,2022-06-30,896375
1,3,834,0,1977,Condo,Mississauga,L5B,43.58077,-79.636545,2025-01-27,361378
4,2,2326,5113,1998,Detached,London,N6A,42.990971,-81.257822,2023-09-11,661310
4,2,1853,2402,1972,Townhouse,Hamilton,L8P,43.245569,-79.867965,2025-03-05,469901
3,1,1773,2558,1994,Townhouse,Hamilton,L8P,43.259637,-79.878562,2022-01-09,615355
4,4,2721,2513,1966,Semi-Detached,Oakville,L6J,43.46929,-79.702575,2024-02-23,1360359
4,2,1951,1578,2008,Townhouse,London,N6A,42.992666,-81.247169,2022-08-11,707511
3,2,2010,3841,2016,Semi-Detached,Ottawa,K1A,45.420361,-75.685875,2024-10-13,818134
2,3,1464,2436,1988,Townhouse,London,N6A,42.987974,-81.24882,2025-10-02,345176
3,4,1848,2061,1982,Townhouse,Ottawa,K1A,45.414613,-75.705598,2025-09-14,366526
2,1,1169,0,2002,Condo,Oakville,L6J,43.459443,-79.689091,2023-04-10,899771
4,2,1967,1931,2006,Townhouse,Hamilton,L8P,43.258576,-79.87798,2023-06-23,530790
3,2,2262,3279,1999,Semi-Detached,Waterloo,N2L,43.457475,-80.525177,2024-07-09,729587
2,3,1742,1777,2022,Townhouse,Brampton,L6P,43.740368,-79.76881,2023-06-28,924101
3,3,2075,2259,2006,Townhouse,Ottawa,K1A,45.429634,-75.703737,2023-01-01,850754
5,3,2149,2053,1989,Townhouse,Oakville,L6J,43.489648,-79.695963,2024-05-18,1175007
2,1,1223,0,1977,Condo,Ottawa,K1A,45.425312,-75.672625,2023-08-03,424012
2,2,2016,2504,1993,Semi-Detached,Oakville,L6J,43.467401,-79.669468,2024-07-22,876364
3,2,1938,2342,2022,Townhouse,Mississauga,L5B,43.595918,-79.638623,2025-12-11,835630
3,2,2108,3119,1979,Semi-Detached,Ottawa,K1A,45.416917,-75.698804,2024-11-23,539865
3,4,2505,3758,2001,Semi-Detached,London,N6A,42.976759,-81.259748,2022-10-11,621443
3,2,1854,2471,2016,Townhouse,Burlington,L7R,43.322185,-79.802575,2024-02-24,1004692
2,2,891,0,2017,Condo,Ottawa,K1A,45.414106,-75.698895,2024-07-15,579188
4,1,2233,2144,2013,Townhouse,Burlington,L7R,43.331753,-79.791907,2023-09-02,1076894
3,2,1773,1549,1976,Townhouse,Burlington,L7R,43.324195,-79.798122,2022-06-08,570363
3,2,1809,2469,1988,Townhouse,Brampton,L6P,43.734644,-79.765868,2022-12-04,566524
3,1,1832,2006,2005,Townhouse,Mississauga,L5B,43.576593,-79.644241,2024-01-16,668471
3,3,1246,0,1995,Condo,Mississauga,L5B,43.592737,-79.64774,2025-04-26,539342
4,2,1253,0,1992,Condo,Oakville,L6J,43.442476,-79.678862,2023-02-25,743348
2,1,1929,2966,1989,Detached,Toronto,M5V,43.651762,-79.374812,2023-03-06,1380530
3,3,1870,2821,2008,Townhouse,Ottawa,K1A,45.417373,-75.696017,2023-09-25,568935
3,2,1264,0,1988,Condo,Burlington,L7R,43.318819,-79.799307,2022-12-08,689567
3,1,1817,2045,2000,Townhouse,Oakville,L6J,43.468215,-79.678871,2023-05-28,1379107
4,1,1555,0,1989,Condo,Oakville,L6J,43.455334,-79.674535,2022-07-04,630708
3,3,1892,1858,1992,Townhouse,Ottawa,K1A,45.433402,-75.691593,2025-08-26,407680
3,3,1285,0,2012,Condo,Toronto,M5V,43.649881,-79.400904,2022-08-10,659041
3,3,2318,3246,1965,Detached,Burlington,L7R,43.321473,-79.804585,2023-08-13,545245
3,3,1166,0,1969,Condo,Burlington,L7R,43.336381,-79.797557,2024-08-10,487459
3,3,1879,2618,2015,Townhouse,Waterloo,N2L,43.483926,-80.509459,2022-08-25,862455
5,1,2800,4198,1984,Semi-Detached,Mississauga,L5B,43.568981,-79.646407,2023-04-27,740680
3,2,2071,3999,1976,Detached,Brampton,L6P,43.735063,-79.765806,2022-12-15,628766
2,2,1705,3963,1969,Detached,London,N6A,43.004707,-81.239821,2025-09-26,382955
5,3,2697,4269,2000,Detached,Toronto,M5V,43.644316,-79.386083,2022-12-30,1212074
4,2,2576,2490,1980,Detached,Hamilton,L8P,43.245594,-79.886647,2025-02-20,736674
3,1,1931,2082,2008,Townhouse,Oakville,L6J,43.463216,-79.687075,2022-06-16,1452717
4,2,2961,4036,1999,Detached,Brampton,L6P,43.735922,-79.753582,2023-04-10,712040
3,2,2235,3294,1984,Semi-Detached,Waterloo,N2L,43.451707,-80.512633,2022-04-16,474997
2,4,2184,3964,2005,Detached,Toronto,M5V,43.621841,-79.371957,2023-08-23,1472925
1,2,1177,3209,1982,Detached,Toronto,M5V,43.630973,-79.391872,2022-07-18,648782
3,2,1889,2058,1977,Townhouse,London,N6A,43.006656,-81.257702,2023-10-28,414407
3,2,1353,0,1967,Condo,Hamilton,L8P,43.254043,-79.861109,2024-06-18,410383
2,2,2236,5229,2000,Semi-Detached,Ottawa,K1A,45.432245,-75.690016,2023-02-15,506757
5,2,2237,1943,1992,Townhouse,Ottawa,K1A,45.422206,-75.697695,2023-11-15,498892
2,1,1382,2743,1969,Townhouse,Oakville,L6J,43.482715,-79.697815,2022-07-04,570076
2,2,1514,2297,2013,Semi-Detached,Ottawa,K1A,45.433061,-75.691415,2023-08-09,581768
5,3,2061,1587,1992,Townhouse,Toronto,M5V,43.637328,-79.386121,2025-03-19,904488
4,2,2644,4450,1976,Semi-Detached,Ottawa,K1A,45.443682,-75.686557,2023-01-06,619229
4,3,2538,3901,2009,Semi-Detached,Waterloo,N2L,43.458505,-80.492744,2025-12-05,690110
4,1,2308,3168,2017,Detached,Oakville,L6J,43.475734,-79.688747,2023-02-11,2195779
4,3,2322,3512,1966,Detached,Brampton,L6P,43.724482,-79.755776,2024-03-09,835183
2,3,1043,0,1966,Condo,Hamilton,L8P,43.266093,-79.862176,2022-11-25,319260
2,2,2370,3754,2008,Detached,Mississauga,L5B,43.560196,-79.641457,2023-02-20,875877
2,2,1231,0,1974,Condo,Ottawa,K1A,45.40626,-75.702742,2023-06-06,483397
3,3,2029,2995,1983,Semi-Detached,Ottawa,K1A,45.414054,-75.69201,2022-02-11,456396
4,2,2281,3374,1966,Semi-Detached,Burlington,L7R,43.337021,-79.798041,2024-03-10,771050
4,2,2883,3213,1982,Semi-Detached,Brampton,L6P,43.711309,-79.76917,2023-09-03,674289
3,2,2398,2867,1983,Detached,Hamilton,L8P,43.249476,-79.857418,2023-03-01,496551
5,2,2810,3489,1976,Semi-Detached,Toronto,M5V,43.62873,-79.395695,2025-11-02,754165
2,2,1037,0,2015,Condo,Hamilton,L8P,43.254668,-79.858912,2023-08-21,717740
3,1,1410,0,2013,Condo,Waterloo,N2L,43.462044,-80.505358,2024-12-15,477382
3,3,2229,2570,1992,Semi-Detached,Ottawa,K1A,45.433485,-75.687114,2025-07-07,638743
4,2,2378,2798,2011,Detached,Mississauga,L5B,43.592366,-79.635387,2022-12-27,899239
2,2,1059,0,2009,Condo,Waterloo,N2L,43.460918,-80.530636,2025-02-20,506050
5,2,2954,4507,2000,Semi-Detached,Burlington,L7R,43.330132,-79.791347,2024-01-07,1105162
3,2,1104,0,2003,Condo,Waterloo,N2L,43.468932,-80.530877,2023-11-12,409698
2,2,1533,1510,2021,Townhouse,Toronto,M5V,43.651696,-79.383807,2024-02-09,1032027
4,2,1272,0,1979,Condo,Ottawa,K1A,45.413239,-75.700482,2024-05-26,369877
2,1,1617,1699,1966,Townhouse,Waterloo,N2L,43.463728,-80.526315,2022-06-09,496439
4,3,2280,3683,2007,Detached,London,N6A,42.995599,-81.249452,2023-11-21,778278
4,2,1260,0,1984,Condo,Burlington,L7R,43.313047,-79.787574,2023-04-01,442456
3,1,2395,4448,1985,Semi-Detached,Burlington,L7R,43.333177,-79.797327,2025-01-01,686849
2,1,2109,2961,2002,Semi-Detached,London,N6A,42.991509,-81.231048,2022-10-17,634594
2,2,1289,0,1983,Condo,Mississauga,L5B,43.591227,-79.641475,2022-08-20,361452
3,2,1222,0,2017,Condo,Brampton,L6P,43.730798,-79.776347,2024-10-13,768992
3,2,2427,5372,1967,Semi-Detached,Ottawa,K1A,45.411658,-75.686053,2025-10-07,574355
1,2,1291,1905,1978,Townhouse,London,N6A,43.005151,-81.238475,2024-04-27,318655
2,3,1172,2040,1966,Townhouse,Waterloo,N2L,43.471588,-80.509334,2023-03-01,310440
2,3,1506,2048,1995,Townhouse,Ottawa,K1A,45.421067,-75.679924,2023-06-22,380617
2,4,892,0,2016,Condo,Ottawa,K1A,45.40407,-75.689083,2024-04-25,459214
4,2,2634,3958,1993,Detached,Burlington,L7R,43.345614,-79.809031,2025-10-31,1056199
3,2,2212,3726,2017,Detached,Ottawa,K1A,45.421136,-75.692024,2023-10-16,986273
5,4,2939,3842,2005,Detached,Burlington,L7R,43.310069,-79.789048,2024-06-07,1135352
1,2,1807,2519,1971,Townhouse,Waterloo,N2L,43.458311,-80.521695,2024-10-19,442952
3,2,1378,0,1985,Condo,London,N6A,42.986369,-81.234351,2025-01-14,248549
2,2,994,0,1988,Condo,Toronto,M5V,43.649441,-79.384257,2022-12-29,592753
4,2,1352,0,1988,Condo,Waterloo,N2L,43.464446,-80.526548,2024-06-16,410319
3,3,2230,2455,2017,Detached,Waterloo,N2L,43.475371,-80.511985,2024-10-08,976876
5,3,2156,2141,2005,Townhouse,Waterloo,N2L,43.46859,-80.527161,2023-01-04,683602
4,2,2582,3456,1973,Semi-Detached,London,N6A,43.004421,-81.235812,2022-10-26,407204
1,2,1284,1838,1987,Townhouse,Hamilton,L8P,43.263492,-79.854732,2025-02-28,306059
4,2,1300,0,1965,Condo,Hamilton,L8P,43.264348,-79.871596,2023-01-11,334245
4,2,2774,3424,1999,Semi-Detached,Brampton,L6P,43.745287,-79.756564,2022-12-30,804783
5,1,2678,2164,1987,Semi-Detached,Ottawa,K1A,45.422773,-75.689698,2024-01-29,932052
4,3,1520,0,1999,Condo,Toronto,M5V,43.637894,-79.364628,2023-01-14,801999
2,3,2340,4124,1990,Detached,London,N6A,42.986915,-81.260547,2025-11-20,432863
1,1,1607,3235,1981,Detached,Ottawa,K1A,45.426599,-75.682882,2025-09-24,417423
4,2,2452,2115,2017,Detached,Brampton,L6P,43.714483,-79.767639,2024-08-12,933341
1,1,1553,3894,1999,Detached,Oakville,L6J,43.483761,-79.687184,2024-10-23,1172412
3,3,2434,2881,1988,Detached,Hamilton,L8P,43.25105,-79.852414,2022-09-01,752679
3,2,1621,2294,1980,Townhouse,Oakville,L6J,43.459195,-79.686889,2022-06-22,983996
1,3,1666,3957,2017,Semi-Detached,Burlington,L7R,43.330225,-79.790359,2025-07-22,930043
3,2,2228,3873,1999,Semi-Detached,Hamilton,L8P,43.267464,-79.849855,2025-02-19,602834
2,3,1301,2545,1987,Townhouse,Waterloo,N2L,43.458396,-80.512777,2025-08-04,426657
4,2,2504,3108,1968,Semi-Detached,Brampton,L6P,43.740864,-79.754365,2024-08-06,595570
1,2,988,1666,1990,Townhouse,Waterloo,N2L,43.468455,-80.514956,2022-04-05,499091
2,3,1970,3370,2020,Detached,Brampton,L6P,43.751725,-79.76322,2024-06-19,1179944
4,3,2398,3601,1989,Detached,Ottawa,K1A,45.442647,-75.687699,2022-10-09,775273
2,2,2132,2702,1984,Semi-Detached,Toronto,M5V,43.636584,-79.392469,2025-05-31,968140
4,4,1157,0,1966,Condo,Hamilton,L8P,43.257365,-79.878023,2022-10-20,421973
3,4,2284,4084,1971,Semi-Detached,Waterloo,N2L,43.469086,-80.522692,2025-03-24,533158
4,4,2530,4493,1994,Detached,Ottawa,K1A,45.417819,-75.685305,2025-01-09,753238
3,2,2091,3213,1979,Detached,Ottawa,K1A,45.405814,-75.697935,2025-04-22,755267
2,1,2026,2753,2019,Detached,Mississauga,L5B,43.586662,-79.643558,2025-02-07,936758
3,1,1972,2702,1990,Semi-Detached,Hamilton,L8P,43.283835,-79.875899,2025-03-27,425134
3,1,2235,3046,1996,Detached,Oakville,L6J,43.449165,-79.681961,2023-08-17,1262149
2,1,1697,2137,1975,Townhouse,Burlington,L7R,43.329824,-79.78192,2022-05-30,505258
3,1,2460,3820,1992,Semi-Detached,Brampton,L6P,43.734423,-79.763256,2022-11-26,754925
3,1,2265,2906,1992,Semi-Detached,Oakville,L6J,43.480341,-79.694511,2025-03-12,956388
5,2,2921,3019,2015,Detached,Ottawa,K1A,45.430171,-75.701234,2025-08-15,842154
4,3,2722,2007,2017,Semi-Detached,London,N6A,42.99149,-81.254053,2024-01-29,751590
5,2,2698,3419,1990,Detached,Hamilton,L8P,43.254523,-79.883582,2024-05-25,645742
3,2,2283,3417,1965,Detached,Oakville,L6J,43.466581,-79.693482,2024-07-28,795544
3,4,2515,2698,1985,Semi-Detached,Waterloo,N2L,43.472968,-80.531836,2025-10-01,581699
5,2,2873,2802,1998,Detached,Brampton,L6P,43.748558,-79.750986,2025-11-18,826480
3,2,2426,2637,1988,Semi-Detached,Burlington,L7R,43.325311,-79.811576,2022-08-17,854820
2,2,2227,1943,1977,Semi-Detached,Brampton,L6P,43.727598,-79.776024,2025-08-06,670317
2,1,1683,2291,2018,Townhouse,London,N6A,42.998973,-81.252334,2025-06-14,630337
3,2,1904,5373,1997,Semi-Detached,Burlington,L7R,43.34383,-79.799724,2022-01-08,764355
2,3,1882,3926,2000,Semi-Detached,Burlington,L7R,43.329145,-79.792891,2024-07-20,734355
2,2,1989,2732,2000,Semi-Detached,Mississauga,L5B,43.594267,-79.644269,2022-10-27,808725
2,2,2231,2713,2005,Detached,Brampton,L6P,43.748005,-79.760897,2025-12-29,670493
3,3,1283,0,2007,Condo,Mississauga,L5B,43.587062,-79.663977,2022-06-13,709914
4,3,2727,3150,1983,Detached,Brampton,L6P,43.722241,-79.748133,2025-08-15,608660
2,1,1201,0,1973,Condo,Hamilton,L8P,43.247552,-79.875197,2024-06-20,371690
2,1,1322,0,2001,Condo,Oakville,L6J,43.468924,-79.67139,2023-05-06,714637
1,2,1009,0,1985,Condo,Waterloo,N2L,43.467758,-80.534105,2023-11-23,284038
2,3,1248,0,1994,Condo,Oakville,L6J,43.472923,-79.692644,2025-03-08,852087
3,2,1699,1652,1997,Townhouse,Oakville,L6J,43.477881,-79.697861,2023-04-25,902362
1,3,1232,2711,1990,Townhouse,Waterloo,N2L,43.459982,-80.517859,2025-07-15,509778
1,1,978,0,2006,Condo,Oakville,L6J,43.486436,-79.698358,2023-12-14,1012957
1,4,936,0,2014,Condo,Brampton,L6P,43.735386,-79.758822,2024-11-15,541084
5,1,2822,4124,1965,Detached,Brampton,L6P,43.731534,-79.76619,2025-04-01,879653
5,2,2740,2840,1974,Detached,Ottawa,K1A,45.417412,-75.689345,2023-07-27,516088
2,2,1783,1938,2017,Townhouse,London,N6A,42.979957,-81.236072,2022-08-16,540454
1,1,945,0,2014,Condo,Mississauga,L5B,43.577769,-79.64321,2023-04-05,516272
3,2,1168,0,1979,Condo,Waterloo,N2L,43.467261,-80.522745,2025-07-30,382286
3,2,1574,2009,1984,Townhouse,Hamilton,L8P,43.254004,-79.861786,2025-04-29,261556
2,2,1546,1352,1970,Townhouse,Toronto,M5V,43.632723,-79.392459,2023-10-02,753022
3,2,1948,4224,1973,Semi-Detached,Burlington,L7R,43.330393,-79.806282,2023-12-16,568812
3,3,2372,2727,1995,Semi-Detached,Toronto,M5V,43.629891,-79.384072,2023-04-14,1057320
2,2,2203,5191,1984,Semi-Detached,Waterloo,N2L,43.459397,-80.526872,2023-09-09,541482
5,1,2573,3306,2011,Semi-Detached,Burlington,L7R,43.328689,-79.820168,2022-06-02,894335
2,3,1213,0,2020,Condo,Hamilton,L8P,43.257967,-79.859536,2024-08-31,461806
5,1,2937,3985,1986,Semi-Detached,Ottawa,K1A,45.421402,-75.703009,2025-05-29,519054
4,3,2307,3612,1969,Semi-Detached,Toronto,M5V,43.624261,-79.383921,2025-06-26,799514
3,2,1734,1581,2014,Townhouse,Burlington,L7R,43.342819,-79.806389,2025-05-18,795951
2,2,1154,0,2017,Condo,Burlington,L7R,43.3388,-79.787467,2023-01-11,613399
2,2,932,0,2002,Condo,Burlington,L7R,43.329319,-79.793843,2024-01-06,792555
3,2,2394,2432,1976,Semi-Detached,London,N6A,42.988911,-81.253016,2024-01-09,441475
5,3,2623,3142,2000,Semi-Detached,Burlington,L7R,43.325764,-79.793705,2022-08-08,1124269
3,2,2021,2227,1989,Detached,Waterloo,N2L,43.483151,-80.52027,2022-12-27,579041
2,1,2038,4184,2011,Semi-Detached,Ottawa,K1A,45.419953,-75.702405,2025-06-16,726671
5,2,2134,2150,1969,Townhouse,Mississauga,L5B,43.594424,-79.629707,2025-08-10,606650
2,3,2094,3704,1985,Detached,London,N6A,42.980464,-81.235472,2024-09-27,404086
3,3,1388,0,2011,Condo,London,N6A,42.986739,-81.255336,2025-05-12,524368
4,2,1463,0,1992,Condo,Waterloo,N2L,43.477129,-80.523195,2025-12-11,402535
2,3,1597,930,2014,Townhouse,Mississauga,L5B,43.588295,-79.644874,2024-03-23,684145
2,1,1167,0,1991,Condo,London,N6A,42.981642,-81.244687,2025-09-28,302856
1,3,926,0,1997,Condo,Toronto,M5V,43.652181,-79.389198,2022-11-07,672839
3,3,1858,2578,2004,Townhouse,Mississauga,L5B,43.588321,-79.651569,2022-07-05,741240
3,2,1967,3659,1989,Semi-Detached,London,N6A,42.997724,-81.223332,2022-06-18,359878
5,1,2668,3542,1972,Semi-Detached,Hamilton,L8P,43.255419,-79.862133,2023-05-31,581131
1,3,1810,2963,1979,Detached,Toronto,M5V,43.63375,-79.386536,2023-02-09,895999
3,2,1777,1826,1975,Townhouse,Brampton,L6P,43.735475,-79.761451,2024-08-02,611884
3,2,2283,3332,2004,Detached,Toronto,M5V,43.629617,-79.395289,2025-06-25,1171112
3,1,2441,2818,1984,Semi-Detached,Oakville,L6J,43.459716,-79.700649,2023-07-26,809552
3,4,1912,2603,1984,Townhouse,Oakville,L6J,43.455581,-79.682401,2022-05-27,1121236
5,3,1320,0,1983,Condo,Toronto,M5V,43.636023,-79.401903,2023-03-10,774386
3,3,1862,2210,2021,Townhouse,Waterloo,N2L,43.467869,-80.510973,2025-02-03,733434
5,1,2199,1968,1982,Townhouse,Burlington,L7R,43.314873,-79.807293,2025-02-09,636967
5,1,2218,2793,1989,Townhouse,London,N6A,42.986423,-81.241083,2022-02-04,382024
4,4,2367,3965,1974,Detached,London,N6A,42.973208,-81.259752,2022-01-06,353256
3,2,2679,4350,2013,Detached,Oakville,L6J,43.474958,-79.698349,2022-05-15,1566667
2,2,945,0,1989,Condo,Burlington,L7R,43.349299,-79.804314,2025-09-09,464627
4,4,2510,4743,2016,Detached,Waterloo,N2L,43.474774,-80.515495,2025-06-06,1016054
4,3,2345,5758,2020,Detached,Oakville,L6J,43.470406,-79.686361,2023-06-07,1692135
1,3,1035,0,1977,Condo,Brampton,L6P,43.715857,-79.758795,2023-01-21,359913
1,1,995,0,1972,Condo,London,N6A,42.978861,-81.258164,2023-09-04,251782
3,2,2395,3328,2012,Semi-Detached,Hamilton,L8P,43.258489,-79.876851,2023-01-03,1088161
2,2,1765,4488,2000,Semi-Detached,Brampton,L6P,43.729994,-79.741872,2022-10-29,523996
2,2,1085,0,2014,Condo,Mississauga,L5B,43.581503,-79.641063,2023-11-14,516832
2,4,854,0,1993,Condo,Hamilton,L8P,43.250457,-79.88194,2025-06-02,390494
4,1,2306,3310,1966,Detached,Ottawa,K1A,45.41259,-75.698053,2025-04-26,791956
3,1,1872,2422,1966,Townhouse,Toronto,M5V,43.640103,-79.39125,2024-09-25,943971
4,3,2549,2431,2008,Semi-Detached,Toronto,M5V,43.646292,-79.403707,2022-01-30,1118439
2,2,1223,0,2017,Condo,Ottawa,K1A,45.427772,-75.675481,2025-05-11,667310
2,3,1010,0,2000,Condo,Ottawa,K1A,45.41345,-75.691878,2023-08-14,424782
2,1,1156,0,1973,Condo,Brampton,L6P,43.723258,-79.750292,2024-03-04,347422
3,3,1755,1960,1976,Townhouse,Oakville,L6J,43.4706,-79.6781,2023-01-25,790995
4,2,2610,3629,2007,Detached,Ottawa,K1A,45.428226,-75.704862,2023-07-03,826137
3,2,2142,2368,1972,Semi-Detached,Mississauga,L5B,43.584303,-79.635796,2024-08-11,485015
4,2,2240,2002,1972,Townhouse,Toronto,M5V,43.652447,-79.408108,2025-08-11,686952
2,3,2072,2736,1972,Detached,Burlington,L7R,43.315691,-79.803298,2023-01-01,736195
4,1,1464,0,1990,Condo,Ottawa,K1A,45.436367,-75.703067,2022-04-27,582616
1,1,943,0,2003,Condo,Brampton,L6P,43.723462,-79.764983,2024-09-05,355476
1,1,1761,2505,1999,Detached,Mississauga,L5B,43.572788,-79.664723,2024-12-09,669198
5,3,2125,2463,1992,Townhouse,Burlington,L7R,43.349043,-79.79633,2024-01-03,732137
3,2,1183,0,1965,Condo,London,N6A,42.978277,-81.253114,2023-08-12,266037
3,2,1703,2102,1966,Townhouse,Hamilton,L8P,43.24381,-79.865617,2022-03-16,359389
2,3,2132,3328,2002,Semi-Detached,London,N6A,42.993404,-81.249057,2025-11-25,609922
4,2,2231,2043,1989,Townhouse,Oakville,L6J,43.456679,-79.693115,2024-10-25,1209255
3,1,2389,2305,2014,Semi-Detached,Ottawa,K1A,45.424687,-75.687144,2024-09-26,1016660
5,2,1408,0,2006,Condo,Toronto,M5V,43.636299,-79.376582,2023-01-27,814715
4,2,2142,1907,1971,Townhouse,Burlington,L7R,43.324089,-79.801307,2024-05-01,713779
5,2,2278,2265,2014,Townhouse,London,N6A,42.976583,-81.256024,2023-12-05,498497
1,2,1092,0,1976,Condo,Burlington,L7R,43.339131,-79.803116,2023-06-30,387104
2,2,1310,1829,1974,Townhouse,Toronto,M5V,43.635018,-79.39584,2025-07-07,966508
3,1,2616,4009,2011,Detached,Hamilton,L8P,43.247346,-79.878251,2024-06-25,862526
3,2,2351,3088,2016,Semi-Detached,Brampton,L6P,43.740629,-79.758283,2023-06-21,814521
2,1,2229,4064,2018,Semi-Detached,Ottawa,K1A,45.443255,-75.683792,2023-03-05,817955
2,2,1991,3851,1997,Semi-Detached,Burlington,L7R,43.32717,-79.827361,2022-02-03,768856
4,1,1909,1730,1976,Townhouse,Mississauga,L5B,43.603292,-79.64277,2025-03-06,589647
3,2,1183,0,2012,Condo,Waterloo,N2L,43.454692,-80.521516,2023-01-13,450777
4,2,1987,1916,2018,Townhouse,Waterloo,N2L,43.459233,-80.52743,2024-10-28,640757
4,2,2603,3068,1988,Detached,Hamilton,L8P,43.271283,-79.878926,2022-06-07,563408
2,1,1839,4073,1980,Semi-Detached,Ottawa,K1A,45.432756,-75.702179,2023-05-12,540924
3,2,2264,4379,1980,Detached,Burlington,L7R,43.329657,-79.803119,2024-11-09,853768
4,2,2825,3390,1997,Detached,London,N6A,42.979861,-81.241918,2025-03-10,689632
1,1,705,0,2010,Condo,Waterloo,N2L,43.459175,-80.518479,2025-05-07,357516
3,1,1980,1979,1984,Semi-Detached,Waterloo,N2L,43.469411,-80.535012,2022-10-05,408407
3,2,1298,0,2018,Condo,Waterloo,N2L,43.466878,-80.542023,2023-05-15,752071
5,1,2182,1967,1997,Townhouse,Toronto,M5V,43.656475,-79.389691,2024-01-15,1278550
1,4,1681,3604,2017,Detached,London,N6A,42.989225,-81.240009,2024-01-24,603981
5,3,2714,3899,1997,Semi-Detached,Hamilton,L8P,43.259368,-79.877417,2023-03-12,792686
3,3,1154,0,2014,Condo,Burlington,L7R,43.337095,-79.816278,2024-02-03,660794
3,3,2312,3871,1987,Semi-Detached,Waterloo,N2L,43.471203,-80.489545,2022-11-07,705222
4,2,1624,0,1973,Condo,Waterloo,N2L,43.45822,-80.524819,2023-04-19,390244
4,2,2041,2205,2001,Townhouse,Ottawa,K1A,45.429303,-75.701455,2025-10-15,618748
3,3,2476,3309,2020,Semi-Detached,Ottawa,K1A,45.415637,-75.691336,2023-03-07,1044452
3,2,1689,2191,2006,Semi-Detached,London,N6A,43.008849,-81.244546,2022-07-09,568408
3,1,1139,0,1968,Condo,London,N6A,42.992284,-81.256905,2022-12-23,277933
4,1,2554,2660,1972,Detached,Mississauga,L5B,43.605847,-79.641599,2022-01-16,808886
4,3,2251,2648,1985,Detached,Mississauga,L5B,43.592824,-79.643169,2025-08-08,891928
4,1,2440,2307,2010,Semi-Detached,Toronto,M5V,43.647595,-79.381355,2022-07-05,1140694
4,2,1542,0,1975,Condo,Oakville,L6J,43.481425,-79.681095,2024-05-08,953964
1,2,1685,3155,1969,Detached,Burlington,L7R,43.340238,-79.777905,2025-10-08,634283
3,2,2831,4119,1968,Detached,Brampton,L6P,43.734096,-79.761225,2023-08-09,734555
4,1,1452,0,1979,Condo,Toronto,M5V,43.645891,-79.39124,2023-12-24,731370
1,2,1791,4111,2017,Detached,Brampton,L6P,43.723775,-79.776858,2022-06-16,864943
5,2,2516,2035,1965,Townhouse,Brampton,L6P,43.723312,-79.7567,2022-11-21,555160
2,2,1569,2724,1969,Townhouse,London,N6A,43.000411,-81.252478,2023-02-10,371861
3,2,2362,4034,2011,Detached,Mississauga,L5B,43.585899,-79.646435,2022-12-02,1035984
4,2,1879,2563,1967,Townhouse,Brampton,L6P,43.739758,-79.772894,2024-02-11,638619
1,2,1760,3997,1975,Detached,London,N6A,42.96912,-81.255446,2024-05-13,276834
1,2,1342,3030,1986,Detached,Toronto,M5V,43.637612,-79.411734,2023-06-09,687147
1,2,1610,4791,1999,Detached,Toronto,M5V,43.636063,-79.396803,2022-07-28,742769
4,3,2630,3640,1976,Semi-Detached,Ottawa,K1A,45.443158,-75.69284,2024-09-14,669252
3,2,1366,0,1986,Condo,Waterloo,N2L,43.471893,-80.535973,2025-08-31,337120
3,2,1682,2599,2002,Townhouse,Mississauga,L5B,43.585166,-79.646005,2022-01-19,667010
4,2,2405,3298,1981,Detached,Hamilton,L8P,43.257317,-79.883141,2023-12-21,775801
3,4,1886,2557,1992,Semi-Detached,Hamilton,L8P,43.22512,-79.866717,2025-03-21,559981
1,2,762,0,1975,Condo,Mississauga,L5B,43.593814,-79.644397,2022-03-26,371073
3,2,2303,4495,1971,Semi-Detached,Hamilton,L8P,43.265328,-79.878867,2023-01-20,518858
3,2,2336,2315,2009,Detached,Oakville,L6J,43.450307,-79.68715,2023-06-13,1614183
3,1,2364,4274,1989,Semi-Detached,Burlington,L7R,43.323257,-79.789657,2024-09-12,846823
3,3,2503,2501,1979,Detached,Hamilton,L8P,43.265298,-79.880374,2024-06-12,644184
5,2,1908,2477,1966,Townhouse,Waterloo,N2L,43.467549,-80.527366,2025-09-27,391498
3,2,1346,0,2002,Condo,Brampton,L6P,43.72715,-79.748225,2025-05-30,543434
5,3,2074,2319,1996,Townhouse,Burlington,L7R,43.321345,-79.785675,2023-03-18,1058968
4,3,2390,1810,2010,Townhouse,Oakville,L6J,43.482491,-79.686601,2022-03-13,1861477
5,2,1631,0,1990,Condo,Hamilton,L8P,43.251886,-79.865968,2023-05-25,418358
2,2,1809,4513,2006,Semi-Detached,Waterloo,N2L,43.461488,-80.530813,2022-03-05,579704
